Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
1558,,27650,1Fam,6,5,3,0,7,1935,689,4,GasA,Y,1430,0,2007,166270.121276467
1559,80,8012,1Fam,5,6,1,1,4,2006,956,1,GasA,Y,1679,0,2009,208002.269959248
1560,75,1680,1Fam,6,5,1,1,8,1920,686,3,GasA,Y,1605,0,2009,119559.274192701
1561,,3182,1Fam,8,5,1,0,9,1945,715,3,GasA,Y,1302,0,2007,150543.517270033
1562,,4608,1Fam,5,5,1,1,6,2008,1616,2,GasA,Y,1077,0,2006,147926.333031122
1563,60,11250,1Fam,7,5,1,1,7,1954,1362,2,GasA,Y,1512,0,2007,182414.01342638
1564,110,10437,Twnhs,6,6,2,1,6,1977,1143,3,GasA,Y,1196,0,2007,126343.573028929
1565,80,17043,1Fam,6,6,2,0,4,1953,702,2,GasA,Y,1595,0,2009,200308.647844416
1566,,7535,1Fam,6,5,1,0,6,1968,1752,3,GasA,Y,1647,0,2008,160643.796529449
1567,105,1680,1Fam,6,5,1,1,5,1984,804,3,GasA,Y,1268,0,2006,129238.972398819
1568,60,11645,1Fam,5,5,1,0,8,1966,3200,1,GasA,Y,1118,0,2009,158077.725769653
1569,79,8246,1Fam,6,6,2,0,7,1953,1833,3,GasA,Y,1661,0,2009,168119.545254243
1570,55,9742,TwnhsE,6,5,1,1,6,2006,874,4,GasA,N,1786,0,2009,144388.549083329
1571,57,7599,1Fam,7,5,2,0,6,1977,1188,4,GasA,Y,1739,0,2009,185151.466911209
1572,64,14850,1Fam,6,5,1,1,6,1968,689,2,GasA,Y,1828,0,2009,168356.575189046
1573,70,9000,1Fam,6,5,1,0,7,1915,971,3,GasA,Y,2624,0,2006,170204.129214144
1574,79,7200,1Fam,7,6,2,0,10,1988,1573,2,GasA,N,2668,0,2009,250821.377713562
1575,65,8405,1Fam,6,5,3,1,10,1923,1442,2,GasA,Y,1634,0,2006,171776.554252669
1576,70,11625,1Fam,6,5,2,0,6,2007,1752,3,GasA,Y,1582,0,2010,217317.884699529
1577,70,3982,Duplex,5,5,2,0,5,1954,1204,3,GasA,Y,2110,0,2010,151413.724712792
1578,24,8820,1Fam,6,6,2,0,8,1966,1112,5,GasA,Y,1440,0,2006,144783.435884538
1579,70,10300,1Fam,6,5,1,1,5,1990,1080,3,GasA,Y,1048,0,2008,111691.368182806
1580,50,7200,1Fam,8,7,1,0,6,1969,756,2,GasA,Y,1949,0,2008,225305.467290313
1581,60,8450,1Fam,7,7,2,1,6,1962,832,5,GasA,Y,1574,0,2007,183260.495718039
1582,,7590,1Fam,5,8,1,1,4,2007,1344,3,GasA,N,924,0,2009,170473.86467535
1583,,12384,1Fam,6,5,1,1,4,2003,1126,2,GasA,Y,1844,0,2006,174234.939373753
1584,92,8635,1Fam,7,7,1,0,5,1968,740,3,GasA,Y,827,0,2007,131207.722873985
1585,55,7056,1Fam,6,6,1,0,6,1970,1056,3,GasA,Y,2640,0,2008,149353.704922826
1586,69,7945,1Fam,6,5,2,0,6,1923,0,4,GasA,Y,1639,0,2008,90531.2457659868
1587,,10011,1Fam,7,5,2,0,5,2009,1095,3,GasA,Y,1294,0,2010,200074.904418108
1588,97,10264,1Fam,5,5,1,0,6,1960,1050,3,GasA,Y,1935,0,2007,169562.82318228
1589,35,14375,2fmCon,6,6,1,0,9,1968,1225,2,GasA,Y,1768,0,2008,196003.024026758
1590,80,11394,1Fam,5,5,1,0,7,1957,764,3,GasA,Y,1199,0,2008,94632.6904591469
1591,60,9531,Duplex,7,4,1,0,5,1935,870,3,GasA,Y,848,0,2009,111687.711291738
1592,60,8978,1Fam,7,5,2,0,5,2006,770,2,GasA,Y,768,0,2006,158108.989264714
1593,60,6120,1Fam,5,6,1,0,7,1976,551,3,GasA,Y,1370,0,2006,106867.078175858
1594,70,8475,1Fam,8,5,1,1,5,1975,1291,3,GasA,Y,1652,0,2006,212152.391457047
1595,70,10237,1Fam,6,4,2,0,6,1971,720,3,GasA,Y,2234,0,2008,153216.616313098
1596,65,9453,1Fam,5,5,1,0,8,1965,755,3,GasA,Y,827,0,2007,126983.395392899
1597,,3072,1Fam,9,5,2,1,5,1986,1151,3,GasA,Y,864,0,2007,235923.831467534
1598,60,16669,1Fam,4,5,1,0,7,2007,1705,3,GasA,Y,1324,0,2007,197434.960919815
1599,78,3182,Duplex,7,5,2,1,7,2008,696,2,GasA,Y,2200,0,2010,196611.137500754
1600,,11426,1Fam,5,6,2,0,8,2003,1104,2,GasA,Y,1344,0,2007,168147.584017264
1601,60,7200,1Fam,6,5,1,0,6,1988,960,6,GasA,Y,1144,0,2008,131334.21818196
1602,72,5790,TwnhsE,3,5,1,0,10,1962,1304,3,GasA,Y,1140,0,2009,124342.00420661
1603,88,11428,1Fam,5,5,2,1,7,1962,840,3,GasA,Y,1204,0,2010,159810.785004502
1604,52,9158,1Fam,8,4,2,1,6,1965,784,3,GasA,Y,1472,0,2010,148462.806040555
1605,80,8765,1Fam,7,7,2,0,7,1971,1195,2,GasA,Y,1057,0,2006,162229.60758307
1606,55,7050,1Fam,8,5,1,0,6,1951,1477,3,GasA,Y,1414,0,2008,206472.762965751
1607,,3182,1Fam,8,6,2,1,5,1951,1064,3,GasA,N,1128,0,2008,178375.124408944
1608,,8520,Duplex,5,5,1,0,8,1958,1800,3,GasA,Y,1456,0,2009,184026.131494922
1609,65,14175,1Fam,5,8,2,1,8,1920,1128,3,GasA,Y,1301,0,2007,140912.448735594
1610,74,9636,Duplex,6,5,2,1,8,1969,1262,3,GasA,Y,882,0,2009,125976.898764985
1611,80,8414,1Fam,5,5,2,0,6,1910,1092,3,GasA,Y,2042,0,2008,164230.743028296
1612,75,8633,1Fam,5,7,1,0,5,1967,861,4,GasA,Y,2223,0,2010,150362.848218264
1613,45,12772,1Fam,4,7,2,1,7,2004,1713,2,GasA,Y,1872,0,2010,228927.837349813
1614,77,7917,Twnhs,7,7,2,0,8,1989,1030,4,GasA,Y,1795,0,2009,197125.595511372
1615,44,31770,1Fam,7,5,1,0,5,1960,0,3,GasA,N,1717,0,2006,176316.532979127
1616,60,10208,1Fam,5,7,1,0,10,1962,1533,3,GasA,N,1152,0,2010,116137.395272857
1617,111,13517,1Fam,7,5,1,0,6,1983,1698,3,GasA,Y,1073,0,2008,164963.332917348
1618,62,9830,1Fam,7,5,2,0,7,1990,736,2,GasA,N,1567,0,2010,180246.120001813
1619,102,22420,Duplex,6,6,2,0,5,2008,700,4,GasA,Y,912,0,2008,133647.052994642
1620,87,8546,TwnhsE,6,5,2,1,7,2006,698,4,GasA,Y,1493,0,2006,204462.158396795
1621,71,9000,TwnhsE,7,5,2,0,8,1952,1056,3,GasA,Y,1098,0,2009,119558.314871808
1622,65,10005,1Fam,5,5,2,0,4,1974,1728,3,GasA,Y,2008,0,2010,204685.209152509
1623,50,7920,1Fam,5,6,1,1,5,1910,742,3,GasA,Y,1431,0,2010,98783.975857273
1624,35,18800,1Fam,7,5,1,0,7,1910,700,3,GasA,Y,2110,0,2007,185662.123302401
1625,,16770,1Fam,9,9,1,0,8,1949,1128,3,GasA,Y,1800,0,2006,282047.987054605
1626,42,7844,1Fam,5,6,2,0,5,1971,848,3,GasA,N,2158,0,2008,157801.043520633
1627,36,11999,TwnhsE,8,5,2,1,5,1947,1060,2,GasA,Y,2028,0,2010,260623.094434579
1628,68,8750,1Fam,5,6,3,0,8,2006,954,3,GasA,Y,1208,0,2006,176959.045060267
1629,85,9525,Duplex,5,5,1,1,6,2007,686,3,GasA,Y,899,0,2007,162651.307121085
1630,,11999,1Fam,4,5,2,0,5,2006,1073,3,GasA,Y,848,0,2006,143131.717750564
1631,50,6371,1Fam,7,6,1,0,4,2003,950,4,GasA,Y,935,0,2006,142957.360130449
1632,21,8198,1Fam,7,5,2,0,5,1987,1470,3,GasA,Y,1494,0,2007,163900.385500724
1633,61,11340,1Fam,5,5,2,0,5,1983,855,2,GasA,Y,1422,0,2008,178061.348365165
1634,60,1300,1Fam,5,4,2,0,7,1958,480,3,GasA,Y,2207,0,2006,103355.357049041
1635,,10421,1Fam,5,5,1,0,7,1970,672,2,GasA,Y,2259,0,2007,167956.261858628
1636,,10920,1Fam,7,7,1,0,6,1979,1148,3,GasA,Y,1665,0,2008,227651.089133132
1637,69,9000,1Fam,6,6,0,1,6,1998,864,3,GasA,Y,1976,0,2008,214008.182749843
1638,51,11216,1Fam,7,8,1,0,7,2007,804,3,GasA,Y,1826,0,2006,237657.906921779
1639,,4608,1Fam,5,5,2,0,5,2005,1136,2,GasA,Y,1317,0,2008,167694.364785256
1640,72,8200,1Fam,5,7,1,1,5,1991,900,3,GasA,Y,3395,0,2009,206535.197198351
1641,21,8750,1Fam,7,5,1,1,4,1969,864,3,GasA,Y,2240,0,2009,191758.487287602
1642,,7758,1Fam,4,6,1,0,8,2005,845,4,GasA,Y,1235,0,2006,144080.072323018
1643,42,8892,1Fam,8,7,2,0,4,2001,1905,3,GasA,Y,1392,0,2007,269227.532229907
1644,30,7207,1Fam,6,4,1,0,4,1965,1142,3,GasA,Y,1317,0,2009,121439.803325976
1645,75,3951,TwnhsE,9,5,1,0,7,1931,1734,3,GasA,Y,1968,0,2007,308301.534949783
1646,,8520,1Fam,6,6,1,1,8,1955,1490,2,GasA,Y,3395,0,2006,222729.368367831
1647,105,9591,1Fam,5,5,2,0,5,1912,1262,1,GasA,Y,1347,0,2009,135792.981295049
1648,,12274,1Fam,5,5,2,0,7,1972,611,4,GasA,Y,1250,0,2008,135497.851871739
1649,64,9120,1Fam,8,6,1,0,7,2006,864,5,GasA,Y,1652,0,2007,241514.303356057
1650,,1680,Duplex,4,7,2,0,8,1974,1004,3,GasA,Y,1165,0,2008,113878.692397103
1651,60,10335,1Fam,5,5,1,1,5,2003,1461,3,GasA,N,1517,0,2008,161914.608168567
1652,,9236,1Fam,6,7,1,0,7,1920,1414,3,GasA,Y,1224,0,2006,146062.880309844
1653,48,39104,1Fam,9,5,2,0,5,2003,996,4,GasA,Y,1056,0,2009,230903.231163227
1654,85,15426,Duplex,5,5,2,0,7,1997,832,2,GasA,Y,1709,0,2008,186040.354231402
1655,63,9000,1Fam,4,5,1,0,4,2001,880,1,GasA,Y,2161,0,2008,159776.59760231
1656,106,10206,1Fam,5,5,1,0,9,2003,1673,2,GasA,Y,1577,0,2006,175734.74702481
1657,78,6853,1Fam,5,5,2,1,5,1965,561,3,GasA,Y,1131,0,2008,121741.353391227
1658,72,11207,1Fam,5,6,2,1,6,1962,1517,3,GasA,Y,1120,0,2007,149852.417856041
1659,50,19378,1Fam,8,5,2,0,4,1962,2035,3,GasA,Y,999,0,2006,277957.244153051
1660,35,14601,1Fam,7,7,1,0,8,1999,894,3,GasA,Y,990,0,2009,162025.002059107
1661,64,9416,1Fam,6,6,1,1,6,1949,1453,3,GasA,Y,1392,0,2006,171205.622619195
1662,73,8125,1Fam,6,6,2,1,5,1966,961,3,GasA,Y,1474,0,2009,162939.660909518
1663,90,9144,1Fam,6,5,2,1,8,1918,1026,3,GasA,N,1040,0,2009,128393.423663041
1664,100,10237,1Fam,6,8,1,0,8,1963,0,3,GasA,N,1109,0,2009,117607.24449469
1665,69,12692,1Fam,5,5,1,1,6,2007,923,3,GasA,Y,1911,0,2009,219083.169562711
1666,85,9250,1Fam,4,2,2,0,7,1954,893,4,GasA,Y,1080,0,2006,75006.591369059
1667,77,19900,1Fam,5,5,2,0,9,1980,870,4,GasA,Y,2614,0,2010,187854.057245723
1668,,9900,1Fam,5,7,2,0,10,1919,840,2,GasA,Y,1560,0,2006,123366.939578889
1669,40,11287,1Fam,5,5,1,0,6,2006,1032,2,GasA,Y,1056,0,2008,117187.338887129
1670,75,4750,1Fam,8,3,2,1,9,1961,956,3,GasA,Y,1851,0,2006,186904.110241756
1671,110,11952,1Fam,10,5,1,1,6,1976,927,1,GasA,Y,1852,0,2008,250526.637468194
1672,90,14000,1Fam,7,5,1,1,7,1940,1518,3,GasA,Y,1664,0,2007,207186.754065726
1673,80,7819,1Fam,8,5,1,1,5,2009,588,3,GasA,Y,1958,0,2010,248052.636699291
1674,60,9947,1Fam,7,7,1,0,7,1958,520,2,GasA,Y,1556,0,2006,147922.331162944
1675,21,6853,1Fam,5,5,2,1,6,2004,951,3,GasA,Y,996,0,2007,114983.43030145
1676,88,7438,1Fam,6,5,1,1,8,1962,864,3,GasA,Y,1728,0,2006,149180.879784471
1677,50,11423,TwnhsE,6,5,1,0,8,1987,1705,3,GasA,Y,1556,0,2008,160609.357578391
1678,92,4500,1Fam,4,5,2,1,6,2007,1145,3,GasA,Y,2376,0,2010,208079.437743187
1679,70,7000,1Fam,7,8,2,0,6,1928,864,4,GasA,Y,912,0,2008,115961.400003654
1680,74,10637,TwnhsE,7,5,1,1,6,1962,729,3,GasA,Y,848,0,2009,124157.305363206
1681,65,8471,1Fam,7,5,1,0,4,1920,1626,2,GasA,Y,2364,0,2010,222656.280767353
1682,30,15431,1Fam,7,5,2,0,6,1961,1436,3,GasA,Y,2078,0,2007,255787.595666311
1683,,3604,Duplex,8,4,2,1,5,1969,1140,1,GasA,Y,1661,0,2007,194782.5411145
1684,77,10440,1Fam,5,6,1,0,10,2002,1566,3,GasA,Y,630,0,2008,161577.799263061
1685,60,10240,1Fam,1,5,1,0,9,1959,1176,3,GasA,Y,1496,0,2007,157879.943223472
1686,92,7259,1Fam,5,7,2,1,6,1982,1040,3,GasA,Y,1718,0,2006,158217.669588048
1687,,6000,1Fam,5,5,2,0,8,1892,1742,3,GasA,Y,1232,0,2009,126313.669275424
1688,61,20431,TwnhsE,6,5,1,0,7,1966,1518,4,GasA,Y,1660,0,2007,196456.485772958
1689,60,10800,1Fam,10,5,1,0,8,1953,658,3,GasA,Y,1204,0,2007,173626.496536972
1690,76,12011,1Fam,8,6,1,0,6,2005,1060,4,GasA,Y,1710,0,2007,238040.918502432
1691,,12692,2fmCon,7,5,2,0,9,1978,764,3,GasA,Y,1369,0,2009,143984.092742682
1692,,12030,1Fam,6,5,2,1,6,1979,1080,2,GasA,N,1065,0,2009,162750.006046885
1693,90,19900,1Fam,5,5,2,0,7,2004,817,3,GasA,Y,1412,0,2006,167996.333258055
1694,70,9920,TwnhsE,4,7,0,1,6,2007,1248,3,GasA,Y,1229,0,2009,172689.579945366
1695,60,9600,1Fam,7,5,2,1,6,1986,894,3,GasA,Y,3222,0,2007,238083.223425859
1696,74,8925,1Fam,5,5,2,0,5,1958,1478,4,GasA,Y,1386,0,2006,171546.794375971
1697,60,9187,1Fam,7,5,2,0,9,1998,1777,3,GasA,Y,2054,0,2006,217918.615992083
1698,,13891,1Fam,5,6,1,0,5,2004,938,4,GasA,Y,1720,0,2006,160077.03934581
1699,41,8400,TwnhsE,7,5,1,0,6,2009,770,1,GasA,Y,788,0,2006,136194.197201418
1700,82,12168,1Fam,7,5,1,1,7,1957,1070,2,GasA,Y,773,0,2006,122333.54662352
1701,60,16259,1Fam,6,5,1,1,12,2004,799,2,GasA,Y,1953,0,2009,232805.69868188
1702,79,10440,1Fam,7,5,2,0,6,1979,1494,3,GasA,Y,1479,0,2010,186355.313554179
1703,,20431,1Fam,5,4,3,1,7,1914,860,2,GasA,Y,1509,0,2007,117422.582117988
1704,,7064,TwnhsE,6,5,2,1,12,1963,3200,2,GasA,Y,2596,0,2009,241403.053423821
1705,32,11952,1Fam,8,5,1,1,5,1900,1410,3,GasA,Y,1641,0,2006,207641.132367036
1706,,7200,1Fam,6,8,1,0,10,1919,728,3,GasA,Y,1319,0,2006,133437.919714612
1707,75,11924,1Fam,8,5,1,0,6,2003,1184,2,GasA,N,1710,0,2010,235337.335483536
1708,75,16492,1Fam,9,4,1,1,7,1964,2444,2,GasA,Y,1922,0,2007,395955.762480479
1709,78,6930,1Fam,7,4,3,0,5,1960,1181,3,GasA,Y,1159,0,2006,156752.132729232
1710,,9245,1Fam,6,3,2,1,8,1910,1092,3,GasA,Y,899,0,2010,80610.9323126979
1711,71,5000,2fmCon,7,6,2,0,8,1960,1390,3,GasA,Y,882,0,2007,124853.82145775
1712,68,8339,1Fam,8,6,1,0,6,1959,847,3,GasA,Y,1959,0,2006,244025.166013411
1713,52,9000,1Fam,6,5,1,1,7,1967,2042,3,GasA,N,2640,0,2010,170746.59244347
1714,60,2289,1Fam,6,6,1,0,7,1993,924,2,GasA,Y,605,0,2007,102217.452618875
1715,70,19378,1Fam,7,5,1,0,8,1963,1120,3,GasW,Y,1394,0,2008,152503.180961155
1716,85,22420,1Fam,7,5,2,1,7,1993,1098,2,GasA,Y,901,0,2009,155235.393702104
1717,105,7472,1Fam,5,5,2,0,6,1999,728,4,GasA,Y,1616,0,2008,144660.265714663
1718,90,10029,1Fam,5,7,1,0,6,2008,483,3,GasA,Y,1466,0,2009,156100.505168935
1719,75,10083,1Fam,7,7,1,0,7,1914,1008,3,GasA,Y,864,0,2007,120383.088490014
1720,76,6780,1Fam,7,5,1,0,7,1941,884,3,GasA,Y,1302,0,2008,146621.361937011
1721,83,7700,Duplex,5,5,2,0,9,1993,720,3,GasA,Y,2504,0,2008,188231.877582763
1722,70,3182,1Fam,5,5,2,1,7,1967,0,0,GasA,Y,970,0,2007,94257.8336062089
1723,,4400,TwnhsE,7,6,1,0,6,2002,1021,2,GasA,Y,1602,0,2009,224266.655965322
1724,67,9600,1Fam,5,5,1,0,7,1923,747,3,GasA,N,1228,0,2010,58614.0445049944
1725,,7207,1Fam,5,5,1,0,9,2007,1158,2,GasA,N,3222,0,2009,232305.925711201
1726,78,8250,1Fam,5,5,2,0,6,1960,1496,2,GasA,N,894,0,2009,152007.407621638
1727,,4251,1Fam,4,5,1,0,7,2004,816,3,GasA,Y,1500,0,2009,157287.9663801
1728,60,5925,1Fam,5,5,2,1,9,2004,720,2,GasA,Y,1555,0,2009,147909.415064032
1729,,11316,Duplex,5,6,1,1,10,1920,844,3,GasA,Y,1144,0,2009,54002.2078343218
1730,87,11553,1Fam,5,5,1,0,6,1949,713,3,GasA,Y,2256,0,2009,136263.906632905
1731,,2645,1Fam,8,5,1,0,8,1953,1316,6,GasA,N,1099,0,2006,153950.998295698
1732,75,10150,1Fam,6,5,2,0,10,1954,0,3,GasA,Y,2794,0,2008,226434.844516732
1733,90,10552,1Fam,6,6,1,0,8,1923,0,3,GasA,Y,1561,0,2009,120818.324529902
1734,21,8892,1Fam,6,5,2,0,6,1941,506,4,GasA,Y,1301,0,2009,108741.865414959
1735,,13811,1Fam,6,5,1,0,9,1954,951,3,GasA,Y,1224,0,2006,140579.085289562
1736,57,6324,1Fam,6,5,2,0,4,1962,1489,3,GasA,Y,1230,0,2009,186329.915489506
1737,,8544,1Fam,6,5,1,0,4,1950,979,4,GasA,Y,1750,0,2008,128843.45798221
1738,93,8125,1Fam,6,4,2,1,6,1976,729,2,GasA,Y,1029,0,2008,134942.408848963
1739,110,10859,1Fam,6,5,2,0,7,2005,616,4,GasA,Y,1208,0,2006,162278.350608359
1740,67,12327,TwnhsE,5,6,1,0,10,1969,1056,3,GasA,Y,1276,0,2010,126384.468623206
1741,65,8960,1Fam,7,2,2,0,6,1923,572,2,GasA,Y,1123,0,2010,142610.981933177
1742,55,8633,1Fam,6,6,3,1,5,1994,793,2,GasA,Y,1739,0,2009,178579.508068945
1743,60,7875,TwnhsE,3,4,2,0,12,1954,1686,4,GasA,Y,1308,0,2008,115724.097169929
1744,,4224,1Fam,9,7,2,0,7,2009,190,2,GasA,Y,1554,0,2009,234618.430559741
1745,60,7200,1Fam,7,5,3,1,7,2003,1107,3,GasA,Y,1559,0,2007,173788.044116275
1746,60,10175,1Fam,6,5,2,2,7,1953,1181,2,GasA,Y,1728,0,2009,150431.822026826
1747,93,7438,1Fam,6,7,2,1,6,1960,1649,3,GasA,Y,2028,0,2007,231003.548256963
1748,35,9600,1Fam,8,5,2,0,4,2002,1347,3,GasA,Y,1362,0,2009,208158.465684824
1749,66,17600,1Fam,6,5,2,1,6,2005,1484,4,GasA,Y,1734,0,2008,200073.231753671
1750,47,7711,1Fam,5,7,1,0,8,2004,1709,5,GasA,Y,2418,0,2009,247255.853487964
1751,,9170,1Fam,8,5,2,0,8,1957,1454,3,GasA,Y,800,0,2008,232278.2373973
1752,75,13693,1Fam,5,7,2,0,7,2006,1125,3,GasA,Y,1437,0,2009,166931.50858003
1753,85,13682,1Fam,6,5,1,0,7,2008,1056,4,GasA,Y,1635,0,2007,141530.57568892
1754,,8740,1Fam,7,6,1,0,7,1958,816,2,GasA,Y,1795,0,2008,160924.341741371
1755,94,9303,1Fam,5,5,2,0,6,1954,637,3,GasA,Y,860,0,2006,116492.53554027
1756,,10793,1Fam,6,5,1,0,8,1972,894,3,GasA,Y,1792,0,2006,160955.770164644
1757,78,8544,1Fam,6,3,1,1,14,1970,1203,1,GasA,Y,1118,0,2006,96868.0836796404
1758,50,53227,Duplex,7,4,1,0,10,1999,940,2,GasA,Y,861,0,2007,191001.319518289
1759,80,6970,1Fam,6,5,2,1,7,1928,1616,3,GasA,Y,1029,0,2008,142404.451300071
1760,91,11645,1Fam,5,5,1,0,7,2005,912,4,GasA,Y,2596,0,2007,186509.850129646
1761,75,5925,1Fam,5,5,1,0,4,1969,1478,3,GasA,Y,2274,0,2010,158544.660623195
1762,,21750,1Fam,7,5,1,0,5,1977,384,5,GasA,Y,1015,0,2006,137688.506740858
1763,85,10020,1Fam,5,6,2,0,6,1988,624,3,GasA,Y,1520,0,2010,159778.472885124
1764,37,8012,1Fam,5,5,2,0,8,1986,0,4,GasA,Y,1651,0,2008,155983.055834469
1765,70,5500,1Fam,6,7,2,0,7,1930,918,3,GasA,Y,1268,0,2009,128693.702960352
1766,129,14859,1Fam,7,5,2,0,10,1961,1440,3,GasA,N,2473,0,2008,250147.956738351
1767,24,9742,1Fam,6,6,2,1,5,2010,1092,2,GasA,Y,1776,0,2006,162991.509161189
1768,78,6120,1Fam,5,5,2,0,8,1994,928,3,GasA,Y,1320,0,2008,108075.97574622
1769,80,7875,1Fam,6,6,2,0,7,1968,1337,2,GasA,Y,875,0,2010,151527.217098868
1770,,2001,1Fam,5,5,1,0,6,1900,1134,2,GasA,Y,1262,0,2009,93349.5391466897
1771,,8281,1Fam,5,5,1,0,6,1940,1809,2,GasA,Y,2554,0,2007,177523.065576015
1772,,5925,1Fam,7,7,1,0,9,2003,864,3,GasA,Y,1296,0,2009,160768.049714894
1773,21,9554,1Fam,4,5,1,0,8,1934,864,3,GasA,Y,1204,0,2007,105400.678717391
1774,,10020,1Fam,6,5,1,0,5,2006,1257,4,GasA,Y,1284,0,2008,199449.690070319
1775,70,7931,1Fam,8,6,2,0,6,1957,861,2,GasA,Y,848,0,2010,193644.387036006
1776,60,11316,Duplex,8,5,2,0,5,1936,264,3,GasA,Y,1718,0,2006,220001.092767778
1777,82,9350,1Fam,7,5,2,1,9,2007,840,1,GasA,Y,2126,0,2008,256875.484551146
1778,49,21535,TwnhsE,6,6,2,0,6,1956,1517,3,GasA,Y,1656,0,2008,140571.851370372
1779,83,6993,1Fam,8,5,2,0,6,1972,540,2,GasA,Y,2576,0,2006,242251.605105163
1780,70,13000,1Fam,5,4,1,0,7,1997,2035,2,GasA,Y,1158,0,2009,179093.874988427
1781,,7200,1Fam,7,5,2,1,6,1970,811,3,GasA,Y,835,0,2006,120340.229492823
1782,67,7879,1Fam,9,5,1,0,7,1967,1792,4,GasA,Y,2046,0,2006,247847.61295759
1783,95,15431,1Fam,6,6,1,0,7,1962,1117,3,GasA,N,1836,0,2010,167484.258433998
1784,,9248,1Fam,7,4,2,0,11,1998,1268,3,GasW,Y,1944,0,2006,213456.050954661
1785,60,4923,1Fam,4,6,2,1,6,1963,1392,1,GasA,Y,1726,0,2006,174346.298440462
1786,64,8125,1Fam,5,5,2,0,6,2004,1127,2,GasA,Y,1226,0,2009,179350.711816713
1787,75,7301,1Fam,5,7,1,0,7,2003,658,4,GasA,Y,1764,0,2006,161314.537635975
1788,,8773,1Fam,8,7,3,0,8,1971,938,3,GasA,Y,1077,0,2008,158149.521608133
1789,40,11029,1Fam,4,5,1,1,5,1992,1040,2,GasA,Y,2978,0,2007,214061.404337951
1790,74,9375,1Fam,4,7,2,1,9,1976,1488,4,GasA,Y,1768,0,2010,149748.365772069
1791,,8532,1Fam,6,5,2,1,8,1986,1153,3,GasA,Y,988,0,2008,174757.640134906
1792,75,2651,1Fam,7,5,1,0,6,1920,1145,2,GasA,Y,694,0,2008,85800.9353352102
1793,24,5100,Twnhs,3,9,1,1,9,1924,672,3,GasA,Y,1855,0,2008,134170.146601465
1794,30,7000,1Fam,5,6,2,0,6,1906,1560,2,GasA,Y,1158,0,2008,134821.214758203
1795,43,14585,1Fam,7,6,2,0,6,1950,744,3,GasA,Y,1616,0,2007,182238.934806486
1796,,4426,1Fam,5,5,1,1,6,1973,728,3,GasA,Y,1200,0,2006,130600.909526387
1797,73,9180,1Fam,7,5,2,1,5,2006,756,3,GasA,Y,1348,0,2008,172966.776290153
1798,,9945,TwnhsE,9,5,2,0,6,1959,612,6,GasA,Y,1666,0,2006,194908.038369358
1799,35,15593,1Fam,5,5,1,1,5,1983,709,2,GasA,Y,2285,0,2010,184123.600050907
1800,50,9920,1Fam,6,5,2,1,5,1892,813,4,GasA,Y,2084,0,2008,154438.026328786
1801,75,8885,1Fam,6,7,1,1,6,2007,1156,4,GasA,Y,1721,0,2010,149377.2069972
1802,85,8125,1Fam,5,5,2,0,7,1957,1086,2,GasA,Y,1719,0,2008,136891.919417146
1803,75,5232,TwnhsE,5,7,1,1,9,1958,1372,2,GasA,Y,981,0,2008,183839.862579814
1804,21,21750,2fmCon,7,5,2,0,7,2001,1208,4,GasA,N,2291,0,2008,187183.901701292
1805,80,11885,1Fam,7,6,1,0,5,1977,747,3,GasA,Y,768,0,2008,113120.784342545
1806,100,10896,1Fam,6,5,1,1,8,1950,536,4,GasA,Y,1041,0,2006,115695.170766471
1807,60,16635,1Fam,4,5,1,0,8,1993,1734,4,GasA,Y,1550,0,2009,175311.811762101
1808,141,7200,Twnhs,6,5,2,1,7,1963,1024,3,GasA,Y,938,0,2007,96622.9652731128
1809,60,7227,1Fam,6,5,2,0,8,1988,1268,2,GasA,Y,2030,0,2010,177455.561383764
1810,82,3182,1Fam,4,5,2,0,5,1960,1768,2,GasA,Y,1200,0,2008,150306.770494546
1811,66,10448,1Fam,8,6,2,1,10,1972,1264,3,GasA,Y,1392,0,2008,237077.411794404
1812,,7200,1Fam,5,5,1,0,7,1978,1052,3,GasW,Y,1363,0,2009,137851.994022683
1813,45,7340,TwnhsE,5,5,2,0,7,2003,1262,1,GasA,Y,1752,0,2007,219796.990863252
1814,,14850,1Fam,5,6,2,0,5,1959,1602,2,GasA,Y,988,0,2008,198115.303873091
1815,65,6979,Duplex,5,5,1,0,6,2006,1466,3,GasA,Y,1269,0,2009,195479.002326695
1816,68,7000,1Fam,6,5,2,0,6,2004,894,3,GasA,Y,1888,0,2010,193637.470027643
1817,70,11600,TwnhsE,5,7,2,0,6,2000,617,4,GasA,Y,912,0,2008,142019.321497703
1818,51,8963,1Fam,5,7,2,0,9,2003,1164,2,GasA,N,1602,0,2006,181804.441624663
1819,75,7200,1Fam,7,5,2,0,6,1928,264,3,Wall,Y,1344,0,2010,111689.29361373
1820,75,10570,1Fam,5,5,2,1,7,1920,729,1,GasA,Y,2097,0,2010,161875.942813442
1821,69,10005,1Fam,8,7,1,0,7,1960,1194,2,GasA,Y,2576,0,2009,315754.66444116
1822,,9786,1Fam,7,5,1,1,5,1920,525,4,GasA,Y,1056,0,2008,118204.496688147
